Occupation,Skill_Name,Frequency_in_the_market
Multimedia Designer / Animator,Adobe Illustrator,19.17%
Multimedia Designer / Animator,Detail Oriented,18.02%
Multimedia Designer / Animator,Multimedia,17.95%
Multimedia Designer / Animator,Marketing,17.07%
Multimedia Designer / Animator,Adobe After Effects,17.02%
Multimedia Designer / Animator,Adobe Creative Suite,15.92%
Municipal / License / Court Clerk,Communication,42.53%
Municipal / License / Court Clerk,Customer Service,34.44%
Municipal / License / Court Clerk,Detail Oriented,23.33%
Municipal / License / Court Clerk,Management,23.25%
Municipal / License / Court Clerk,Operations,22.61%
Municipal / License / Court Clerk,Clerical Works,22.11%
Municipal / License / Court Clerk,Valid Driver's License,19.44%
Municipal / License / Court Clerk,Writing,19.03%
Municipal / License / Court Clerk,Filing,18.35%
Municipal / License / Court Clerk,Microsoft Office,15.14%
Museum Curator / Director,Communication,41.94%
Museum Curator / Director,Management,35.02%
Museum Curator / Director,Research,32.41%
Museum Curator / Director,Collections,28.76%
Museum Curator / Director,Planning,23.72%
Museum Curator / Director,Customer Service,21.66%
Museum Curator / Director,Writing,21.05%
Museum Curator / Director,Detail Oriented,20.10%
Museum Curator / Director,Operations,18.94%
Museum Curator / Director,Exhibitions,18.15%
Music Director,Teaching,38.59%
Music Director,Communication,37.00%
Music Director,Choral Music,25.96%
Music Director,Leadership,24.57%
Music Director,Planning,22.07%
Music Director,Interpersonal Communications,18.62%
Music Director,Teaching Certificate,17.75%
Music Director,Management,13.70%
Music Director,Music Education,13.70%
Music Director,Worship Ministry,13.22%
Music Teacher,Teaching,67.24%
Music Teacher,Music Instruction,45.05%
Music Teacher,Communication,29.94%
Music Teacher,Lesson Planning,22.87%
Music Teacher,Teaching Certificate,19.94%
Music Teacher,Guitars,15.16%
Music Teacher,Music Education,15.01%
Music Teacher,Music Theory,12.11%
Music Teacher,Interpersonal Communications,11.30%
Music Teacher,Planning,11.16%
Music Therapist,Music Therapy,96.92%
Music Therapist,Music Therapist - Board Certified (MT-BC),53.97%
Music Therapist,Board Certified/Board Eligible,40.36%
Music Therapist,Communication,37.93%
Music Therapist,Treatment Planning,31.60%
Music Therapist,Hospice,28.69%
Music Therapist,Valid Driver's License,22.20%
Music Therapist,Psychiatry,15.40%
Music Therapist,Planning,15.24%
Music Therapist,Psychology,12.48%
Musician / Singer,Musical Accompaniment,16.29%
Musician / Singer,Communication,15.26%
Musician / Singer,Guitars,11.50%
Musician / Singer,Choral Music,9.26%
Musician / Singer,Sight Reading,8.57%
Musician / Singer,Teaching,7.24%
Musician / Singer,Piano Playing,7.05%
Musician / Singer,Customer Service,5.21%
Musician / Singer,Worship Ministry,5.09%
Musician / Singer,Sales,4.78%
Mystery Shopper,Mystery Shopping,85.53%
Mystery Shopper,Microsoft Excel,22.37%
Mystery Shopper,Detail Oriented,22.37%
Mystery Shopper,Ability To Meet Deadlines,19.74%
Mystery Shopper,Cleanliness,11.84%
Mystery Shopper,Customer Service,11.84%
Mystery Shopper,Writing,5.26%
Mystery Shopper,English Language,5.26%
Mystery Shopper,Teamwork,3.95%
Mystery Shopper,Communication,3.95%
Mystery Shopper,Mental Health,3.95%
Mystery Shopper,Problem Solving,3.95%
Mystery Shopper,Constructive Feedback,3.95%
Mystery Shopper,Sales,3.95%
Mystery Shopper,Decision Making,3.95%
Mystery Shopper,Auditing,3.95%
Nanny / Babysitter,Cardiopulmonary Resuscitation (CPR) Certification,25.61%
Nanny / Babysitter,Communication,25.46%
Nanny / Babysitter,First Aid Certification,16.92%
Nanny / Babysitter,Valid Driver's License,15.77%
Nanny / Babysitter,Child Development,12.24%
Nanny / Babysitter,Housekeeping,11.95%
Nanny / Babysitter,Meal Planning And Preparation,10.29%
Nanny / Babysitter,Working With Children,10.05%
Nanny / Babysitter,Teaching,8.93%
Nanny / Babysitter,Management,7.47%
Natural Science Research Manager,Research,54.35%
Natural Science Research Manager,Communication,41.21%
Natural Science Research Manager,Management,36.35%
Natural Science Research Manager,Leadership,33.89%
Natural Science Research Manager,Operations,23.84%
Natural Science Research Manager,Project Management,20.79%
Natural Science Research Manager,Innovation,19.28%
Natural Science Research Manager,Planning,18.99%
Natural Science Research Manager,Writing,18.63%
Natural Science Research Manager,Coordinating,16.97%
Network / Systems Administrator,Troubleshooting (Problem Solving),52.85%
Network / Systems Administrator,Communication,37.56%
Network / Systems Administrator,Management,37.41%
Network / Systems Administrator,Operating Systems,30.54%
Network / Systems Administrator,Operations,29.70%
Network / Systems Administrator,Linux,29.51%
Network / Systems Administrator,Problem Solving,26.96%
Network / Systems Administrator,Computer Science,24.88%
Network / Systems Administrator,System Administration,24.88%
Network / Systems Administrator,Active Directory,21.72%
Network / Systems Support Specialist,Troubleshooting (Problem Solving),52.55%
Network / Systems Support Specialist,Communication,42.68%
Network / Systems Support Specialist,Operations,28.68%
Network / Systems Support Specialist,Customer Service,28.08%
Network / Systems Support Specialist,Management,21.94%
Network / Systems Support Specialist,Problem Solving,21.69%
Network / Systems Support Specialist,Network Switches,20.72%
Network / Systems Support Specialist,Local Area Networks,17.55%
Network / Systems Support Specialist,Valid Driver's License,16.75%
Network / Systems Support Specialist,Telecommunications,16.31%
Network Engineer / Architect,Troubleshooting (Problem Solving),41.55%
Network Engineer / Architect,Communication,37.90%
Network Engineer / Architect,Network Engineering,34.14%
Network Engineer / Architect,Operations,32.35%
Network Engineer / Architect,Automation,31.56%
Network Engineer / Architect,Management,30.79%
Network Engineer / Architect,Computer Science,28.07%
Network Engineer / Architect,Firewall,26.90%
Network Engineer / Architect,Problem Solving,21.73%
Network Engineer / Architect,Network Switches,21.13%
Neurodiagnostic Technician / Technologist,Electroencephalography,47.16%
Neurodiagnostic Technician / Technologist,Basic Life Support (BLS) Certification,40.11%
Neurodiagnostic Technician / Technologist,Evoked Potential,22.11%
Neurodiagnostic Technician / Technologist,Communication,21.84%
Neurodiagnostic Technician / Technologist,Polysomnography,21.32%
Neurodiagnostic Technician / Technologist,Neurology,20.26%
Neurodiagnostic Technician / Technologist,Registered Polysomnographic Technologist,17.37%
Neurodiagnostic Technician / Technologist,Electromyography,15.68%
Neurodiagnostic Technician / Technologist,Perioperative Care,15.21%
Neurodiagnostic Technician / Technologist,Sleep Medicine,13.47%
Night Auditor,Auditing,95.36%
Night Auditor,Customer Service,66.55%
Night Auditor,Reservations,47.71%
Night Auditor,Management,44.95%
Night Auditor,Accounting,41.32%
Night Auditor,Communication,40.58%
Night Auditor,Front Office,31.39%
Night Auditor,Customer Complaint Resolution,28.17%
Night Auditor,Balancing (Ledger/Billing),25.44%
Night Auditor,Operations,23.78%
Non-Destructive Testing Specialist,Non-Destructive Testing (NDT),91.65%
Non-Destructive Testing Specialist,Level 2 Stocks,50.64%
Non-Destructive Testing Specialist,Communication,32.29%
Non-Destructive Testing Specialist,Management,26.37%
Non-Destructive Testing Specialist,Radiography,25.00%
Non-Destructive Testing Specialist,Lifting Ability,20.87%
Non-Destructive Testing Specialist,Magnetic Particle Inspections,20.72%
Non-Destructive Testing Specialist,Operations,17.68%
Non-Destructive Testing Specialist,Dye Penetrant Inspection,14.91%
Non-Destructive Testing Specialist,Auditing,13.67%
Non-profit Executive Director,Fundraising,59.64%
Non-profit Executive Director,Communication,55.73%
Non-profit Executive Director,Leadership,54.43%
Non-profit Executive Director,Management,51.30%
Non-profit Executive Director,Operations,39.58%
Non-profit Executive Director,Budgeting,35.68%
Non-profit Executive Director,Marketing,30.73%
Non-profit Executive Director,Planning,30.47%
Non-profit Executive Director,Strategic Planning,30.47%
Non-profit Executive Director,Finance,27.86%
Nuclear Engineer,Nuclear Engineering,41.97%
Nuclear Engineer,Operations,31.57%
Nuclear Engineer,Nuclear Power,28.02%
Nuclear Engineer,Project Management,27.96%
Nuclear Engineer,Communication,27.65%
Nuclear Engineer,Management,25.34%
Nuclear Engineer,Physics,21.54%
Nuclear Engineer,Verbal Communication Skills,19.24%
Nuclear Engineer,Research,18.93%
Nuclear Engineer,Electrical Engineering,18.74%
Nuclear Medicine Technologist,Nuclear Medicine,99.23%
Nuclear Medicine Technologist,Radiology,45.90%
Nuclear Medicine Technologist,American Registry Of Radiologic Technologists (ARRT) Certified,44.91%
Nuclear Medicine Technologist,Basic Life Support (BLS) Certification,39.87%
Nuclear Medicine Technologist,Certified Nuclear Medicine Technologist,27.35%
Nuclear Medicine Technologist,Radiopharmacology,27.01%
Nuclear Medicine Technologist,Radiation Protection,26.36%
Nuclear Medicine Technologist,Quality Control,20.20%
Nuclear Medicine Technologist,ARRT Nuclear Medicine Technology (N) Certification,19.97%
Nuclear Medicine Technologist,Radioactive Materials,18.77%
Nurse Anesthetist,Certified Registered Nurse Anesthetist (CRNA),94.17%
Nurse Anesthetist,Anesthesias,71.45%
Nurse Anesthetist,Anesthesiology,34.31%
Nurse Anesthetist,Advanced Cardiovascular Life Support (ACLS) Certification,28.52%
Nurse Anesthetist,Registered Nurse (RN),24.17%
Nurse Anesthetist,Basic Life Support (BLS) Certification,21.82%
Nurse Anesthetist,Nursing,21.70%
Nurse Anesthetist,Surgery,19.93%
Nurse Anesthetist,Pediatric Advanced Life Support (PALS),14.41%
Nurse Anesthetist,Pre-Anesthetic Assessment,13.59%
Nurse Practitioner,Nurse Practitioner (APRN-CNP),86.97%
Nurse Practitioner,Nursing,32.64%
Nurse Practitioner,Primary Care,26.29%
Nurse Practitioner,Management,21.99%
Nurse Practitioner,Basic Life Support (BLS) Certification,20.88%
Nurse Practitioner,Communication,20.45%
Nurse Practitioner,Board Certified/Board Eligible,18.77%
Nurse Practitioner,Medical Records,18.70%
Nurse Practitioner,Registered Nurse (RN),17.77%
Nurse Practitioner,Family Nurse Practitioner (FNP),16.71%
Nursery / Greenhouse Manager,Management,31.54%
Nursery / Greenhouse Manager,Communication,31.41%
Nursery / Greenhouse Manager,Irrigation (Landscaping And Agriculture),30.75%
Nursery / Greenhouse Manager,Planning,25.10%
Nursery / Greenhouse Manager,Operations,23.78%
Nursery / Greenhouse Manager,Valid Driver's License,22.08%
Nursery / Greenhouse Manager,Sales,21.29%
Nursery / Greenhouse Manager,Leadership,20.89%
Nursery / Greenhouse Manager,Lifting Ability,19.45%
Nursery / Greenhouse Manager,Horticulture,18.53%
Nursing Assistant,Certified Nursing Assistant (CNA),73.09%
Nursing Assistant,Nursing,59.19%
Nursing Assistant,Registered Nurse (RN),31.10%
Nursing Assistant,Activities Of Daily Living (ADLs),26.00%
Nursing Assistant,Vital Signs,24.75%
Nursing Assistant,Communication,22.20%
Nursing Assistant,Basic Life Support (BLS) Certification,21.89%
Nursing Assistant,Personal Care,18.43%
Nursing Assistant,Patient Assistance,14.74%
Nursing Assistant,Toileting,13.88%
Nursing Home / Home Health Administrator,Management,44.65%
Nursing Home / Home Health Administrator,Operations,39.19%
Nursing Home / Home Health Administrator,Leadership,37.70%
Nursing Home / Home Health Administrator,Assisted Living,34.42%
Nursing Home / Home Health Administrator,Licensed Nursing Home Administrator (LNHA),32.93%
Nursing Home / Home Health Administrator,Communication,32.26%
Nursing Home / Home Health Administrator,Nursing,29.22%
Nursing Home / Home Health Administrator,Budgeting,18.37%
Nursing Home / Home Health Administrator,Long-Term Care,16.98%
Nursing Home / Home Health Administrator,Financial Statements,16.55%
Nursing Instructor / Professor,Nursing,95.70%
Nursing Instructor / Professor,Teaching,82.59%
Nursing Instructor / Professor,Registered Nurse (RN),74.43%
Nursing Instructor / Professor,Communication,30.99%
Nursing Instructor / Professor,Clinical Experience,24.06%
Nursing Instructor / Professor,Nurse Education,23.80%
Nursing Instructor / Professor,Curriculum Development,22.56%
Nursing Instructor / Professor,Leadership,18.73%
Nursing Instructor / Professor,Research,18.51%
Nursing Instructor / Professor,Writing,16.13%
Nursing Manager / Supervisor,Registered Nurse (RN),81.21%
Nursing Manager / Supervisor,Nursing,77.60%
Nursing Manager / Supervisor,Leadership,35.29%
Nursing Manager / Supervisor,Communication,34.79%
Nursing Manager / Supervisor,Management,33.41%
Nursing Manager / Supervisor,Basic Life Support (BLS) Certification,27.17%
Nursing Manager / Supervisor,Operations,23.60%
Nursing Manager / Supervisor,Nursing Care,22.97%
Nursing Manager / Supervisor,Coordinating,21.40%
Nursing Manager / Supervisor,Planning,14.68%
Nutrition / Dietetic Technician,Food Services,47.75%
Nutrition / Dietetic Technician,Dietetics,36.45%
Nutrition / Dietetic Technician,Communication,32.32%
Nutrition / Dietetic Technician,Registered Dietitian (RD/RDN),32.26%
Nutrition / Dietetic Technician,Dietetic Technician Registered (DTR/NDTR),28.37%
Nutrition / Dietetic Technician,Nutrition Services,26.67%
Nutrition / Dietetic Technician,Customer Service,22.18%
Nutrition / Dietetic Technician,Sanitation,18.41%
Nutrition / Dietetic Technician,Food Safety And Sanitation,17.25%
Nutrition / Dietetic Technician,Management,16.77%
Occupational Therapist,Occupational Therapy,91.74%
Occupational Therapist,Rehabilitation,27.86%
Occupational Therapist,Treatment Planning,25.80%
Occupational Therapist,Communication,22.93%
Occupational Therapist,Cardiopulmonary Resuscitation (CPR) Certification,16.09%
Occupational Therapist,Home Health Care,14.46%
Occupational Therapist,Basic Life Support (BLS) Certification,13.50%
Occupational Therapist,Discharge Planning,11.39%
Occupational Therapist,Coordinating,10.64%
Occupational Therapist,Patient Treatment,10.58%
Occupational Therapy Aide,Certified Occupational Therapy Assistant,59.58%
Occupational Therapy Aide,Occupational Therapy,57.89%
Occupational Therapy Aide,Rehabilitation,47.99%
Occupational Therapy Aide,Communication,23.26%
Occupational Therapy Aide,Cardiopulmonary Resuscitation (CPR) Certification,19.96%
Occupational Therapy Aide,Patient Treatment,17.49%
Occupational Therapy Aide,Treatment Planning,17.08%
Occupational Therapy Aide,Basic Life Support (BLS) Certification,16.58%
Occupational Therapy Aide,Clerical Works,12.50%
Occupational Therapy Aide,National Board For Certification In Occupational Therapy (NBCOT) Certified,11.81%
Occupational Therapy Assistant,Occupational Therapy,88.30%
Occupational Therapy Assistant,Certified Occupational Therapy Assistant,65.71%
Occupational Therapy Assistant,Rehabilitation,40.49%
Occupational Therapy Assistant,Treatment Planning,20.81%
Occupational Therapy Assistant,Communication,19.06%
Occupational Therapy Assistant,Cardiopulmonary Resuscitation (CPR) Certification,17.87%
